claim_id,loss_amount
CLM00215,1329.89
CLM00216,510.68
CLM00217,513.50
CLM00218,374.80
CLM00219,505.73
CLM00220,309.72
CLM00221,277.86
CLM00222,260.81
CLM00223,151.17
CLM00224,386.89
CLM00225,2240.77
CLM00226,151.11
CLM00227,1386.92
CLM00228,312.20
CLM00229,210.47
CLM00230,2891.10
CLM00231,819.82
CLM00232,435.88
CLM00233,172.01
CLM00234,568.67
CLM00235,336.69
CLM00236,490.39
CLM00237,757.50
CLM00238,1514.01
CLM00239,334.24
CLM00240,707.00
CLM00241,323.90
CLM00242,66.58
CLM00243,1291.44
CLM00244,238.63
CLM00245,1467.49
CLM00246,186.77
CLM00247,912.35
CLM00248,130.00
CLM00249,334.22
CLM00250,97.96
CLM00251,1022.61
CLM00252,335.39
CLM00253,230.24
CLM00254,141.04
CLM00255,158.29
CLM00256,479.48
CLM00257,314.08
CLM00258,1503.81
CLM00259,665.00
CLM00260,835.05
CLM00261,185.50
CLM00262,1601.90
CLM00263,702.43
CLM00264,557.81
CLM00265,241.54
CLM00266,53.54
CLM00267,1329.15
CLM00268,425.03
CLM00269,2373.09
CLM00270,230.80
CLM00271,170.02
CLM00272,1477.04
CLM00273,255.14
CLM00274,382.81
CLM00275,145.43
CLM00276,918.69
CLM00277,152.34
CLM00278,432.67
CLM00279,296.29
CLM00280,214.85
CLM00281,92.20
CLM00282,224.11
CLM00283,417.04
CLM00284,254.69
CLM00285,1816.09
CLM00286,319.83
CLM00287,348.68
CLM00288,718.63
CLM00289,674.84
CLM00290,200.07
CLM00291,1505.66
CLM00292,284.99
CLM00293,779.26
CLM00294,192.22
CLM00295,210.65
CLM00296,1958.80
CLM00297,207.10
CLM00298,3002.21
CLM00299,646.47
CLM00300,1515.85
CLM00301,226.08
CLM00302,149.59
CLM00303,552.83
CLM00304,1049.53
CLM00305,310.84
CLM00306,271.35
CLM00307,448.17
CLM00308,384.66
CLM00309,506.65
CLM00310,261.49
CLM00311,3779.71
CLM00312,204.48
CLM00313,333.32
CLM00314,429.90
CLM00315,401.08
CLM00316,93.06
CLM00317,295.99
CLM00318,172.90
CLM00319,220.09
CLM00320,286.53
CLM00321,426.12
CLM00322,367.52
CLM00323,1394.61
CLM00324,1094.15
CLM00325,204.04
CLM00326,160.62
CLM00327,1637.81
CLM00328,323.24
CLM00329,186.82
CLM00330,2446.71
CLM00331,725.68
CLM00332,290.24
CLM00333,72.52
CLM00334,498.95
CLM00335,57.40
CLM00336,229.06
CLM00337,365.36
CLM00338,659.24
CLM00339,423.65
CLM00340,189.90
CLM00341,696.98
CLM00342,216.96
CLM00343,370.59
CLM00344,581.09
CLM00345,286.74
CLM00346,101.90
CLM00347,137.43
CLM00348,347.57
CLM00349,101.07
CLM00350,133.38
CLM00351,671.03
CLM00352,3731.67
CLM00353,218.31
CLM00354,83.21
CLM00355,278.16
CLM00356,462.87
CLM00357,286.26
CLM00358,491.53
CLM00359,765.21
CLM00360,64.88
CLM00361,1347.65
CLM00362,214.96
CLM00363,462.84
CLM00364,872.65
CLM00365,209.17
CLM00366,1364.80
CLM00367,421.63
CLM00368,1016.76
CLM00369,889.57
CLM00370,161.51
CLM00371,317.95
CLM00372,1333.05
CLM00373,1658.19
CLM00374,1016.78
CLM00375,570.38
CLM00376,434.93
CLM00377,556.68
CLM00378,244.22
CLM00379,171.01
CLM00380,203.54
CLM00381,560.65
CLM00382,1024.83
CLM00383,247.31
CLM00384,132.35
CLM00385,322.31
CLM00386,707.56
CLM00387,569.98
CLM00388,606.27
CLM00389,388.81
CLM00390,798.27
CLM00391,201.92
CLM00392,154.82
CLM00393,105.34
CLM00394,519.18
CLM00395,999.31
CLM00396,193.18
CLM00397,775.51
CLM00398,3107.11
CLM00399,766.87
CLM00400,646.76
CLM00401,337.78
CLM00402,445.56
CLM00403,1280.50
CLM00404,669.65
CLM00405,216.95
CLM00406,761.81
CLM00407,563.00
CLM00408,315.69
CLM00409,193.38
CLM00410,402.69
CLM00411,257.14
CLM00412,141.42
CLM00413,501.04
CLM00414,464.86
CLM00415,175.73
CLM00416,6984.01
CLM00417,605.13
CLM00418,460.29
CLM00419,107.38
CLM00420,528.63
CLM00421,889.09
CLM00422,1204.11
CLM00423,302.10
CLM00424,644.27
CLM00425,292.12
CLM00426,225.48
CLM00427,4734.08
CLM00428,772.57
CLM00429,280.28
CLM00430,267.45
CLM00431,107.04
CLM00432,188.32
CLM00433,1049.77
CLM00434,230.46
CLM00435,699.14
CLM00436,630.97
CLM00437,1591.72
CLM00438,363.84
CLM00439,214.28
CLM00440,924.67
CLM00441,368.06
CLM00442,778.87
CLM00443,53.60
CLM00444,640.30
CLM00445,2695.54
CLM00446,1593.83
CLM00447,135.48
CLM00448,1738.45
CLM00449,1920.47
CLM00450,649.91
CLM00451,116.34
CLM00452,2238.22
CLM00453,2843.35
CLM00454,73.10
CLM00455,393.53
CLM00456,1604.69
CLM00457,439.11
CLM00458,870.23
CLM00459,555.27
CLM00460,227.05
CLM00461,4821.36
CLM00462,146.01
CLM00463,926.08
CLM00464,666.16
CLM00465,139.02
CLM00466,1348.82
CLM00467,299.79
CLM00468,661.98
CLM00469,844.94
CLM00470,358.54
CLM00471,502.45
CLM00472,378.92
CLM00473,115.57
CLM00474,127.41
CLM00475,441.64
CLM00476,401.56
CLM00477,263.06
CLM00478,412.83
CLM00479,228.40
CLM00480,110.47
CLM00481,128.42
CLM00482,84.74
CLM00483,492.57
CLM00484,228.57
CLM00485,155.03
CLM00486,1568.74
CLM00487,1443.40
CLM00488,676.74
CLM00489,667.06
CLM00490,103.14
CLM00491,212.05
CLM00492,930.59
CLM00493,119.70
CLM00494,312.75
CLM00495,419.47
CLM00496,664.28
CLM00497,159.65
CLM00498,259.32
CLM00499,348.33
CLM00500,308.97
