claim_id,loss_amount
CLM00286,398.04
CLM00287,380.56
CLM00288,604.56
CLM00289,556.44
CLM00290,357.59
CLM00291,732.04
CLM00292,429.52
CLM00293,692.49
CLM00294,352.74
CLM00295,610.81
CLM00296,497.07
CLM00297,2508.79
CLM00298,424.3
CLM00299,2534.28
CLM00300,351.26
CLM00301,589.27
CLM00302,350.84
CLM00303,703.9
CLM00304,656.05
CLM00305,1510.9
CLM00306,4328.49
CLM00307,361.75
CLM00308,627.01
CLM00309,442.57
CLM00310,562.91
CLM00311,429.12
CLM00312,467.43
CLM00313,389.3
CLM00314,1401.9
CLM00315,371.88
CLM00316,431.2
CLM00317,658.15
CLM00318,691.38
CLM00319,384.91
CLM00320,696.17
CLM00321,745.8
CLM00322,1456.58
CLM00323,354.23
CLM00324,2304.43
CLM00325,416.86
CLM00326,351.2
CLM00327,604.43
CLM00328,451.3
CLM00329,393.9
CLM00330,353.05
CLM00331,351.11
CLM00332,742.07
CLM00333,1493.83
CLM00334,679.58
CLM00335,503.49
CLM00336,419.62
CLM00337,476.51
CLM00338,476.79
CLM00339,1018.18
CLM00340,624.6
CLM00341,424.48
CLM00342,1228.14
CLM00343,522.74
CLM00344,614.14
CLM00345,407.63
CLM00346,362.59
CLM00347,357.75
CLM00348,350.75
CLM00349,557.26
CLM00350,1214.47
CLM00351,547.57
CLM00352,390.8
CLM00353,411.76
CLM00354,362.22
CLM00355,752.9
CLM00356,498.03
CLM00357,389.88
CLM00358,370.21
CLM00359,356.1
CLM00360,429.0
CLM00361,411.36
CLM00362,447.4
CLM00363,373.47
CLM00364,371.07
CLM00365,502.46
CLM00366,479.71
CLM00367,819.13
CLM00368,478.54
CLM00369,420.38
CLM00370,509.85
CLM00371,502.3
CLM00372,1726.5
CLM00373,1046.64
CLM00374,499.99
CLM00375,698.29
CLM00376,411.58
CLM00377,449.37
CLM00378,392.23
CLM00379,663.28
CLM00380,467.87
CLM00381,1166.2
CLM00382,402.5
CLM00383,395.88
CLM00384,361.66
CLM00385,464.92
CLM00386,350.45
CLM00387,536.63
CLM00388,523.41
CLM00389,411.56
CLM00390,1084.4
CLM00391,362.47
CLM00392,652.89
CLM00393,606.83
CLM00394,356.29
CLM00395,856.93
CLM00396,381.83
CLM00397,510.91
CLM00398,437.74
CLM00399,1025.23
CLM00400,546.57
CLM00401,502.19
CLM00402,3451.5
CLM00403,371.38
CLM00404,642.61
CLM00405,699.45
CLM00406,441.25
CLM00407,854.32
CLM00408,518.78
CLM00409,502.33
CLM00410,381.89
CLM00411,556.33
CLM00412,1389.83
CLM00413,385.47
CLM00414,375.76
CLM00415,374.37
CLM00416,352.72
CLM00417,553.89
CLM00418,377.29
CLM00419,518.68
CLM00420,364.76
CLM00421,459.44
CLM00422,1305.96
CLM00423,408.62
CLM00424,1449.79
CLM00425,493.92
CLM00426,437.79
CLM00427,607.95
CLM00428,821.57
CLM00429,493.61
CLM00430,821.73
CLM00431,1517.77
CLM00432,732.17
CLM00433,592.08
CLM00434,412.61
CLM00435,362.95
CLM00436,532.51
CLM00437,430.41
CLM00438,1820.5
CLM00439,669.47
CLM00440,445.3
CLM00441,503.19
CLM00442,445.18
CLM00443,433.95
CLM00444,1002.43
CLM00445,414.76
CLM00446,512.69
CLM00447,893.47
CLM00448,785.28
CLM00449,615.78
CLM00450,2969.82
CLM00451,560.62
CLM00452,1997.47
CLM00453,563.86
CLM00454,894.05
CLM00455,602.61
CLM00456,395.06
CLM00457,587.42
CLM00458,449.89
CLM00459,1623.45
CLM00460,363.17
CLM00461,399.96
CLM00462,851.38
CLM00463,359.51
CLM00464,449.15
CLM00465,472.85
CLM00466,523.89
CLM00467,409.46
CLM00468,374.36
CLM00469,602.25
CLM00470,406.55
CLM00471,1382.41
CLM00472,625.72
CLM00473,421.6
CLM00474,1893.78
CLM00475,357.1
CLM00476,625.31
CLM00477,694.77
CLM00478,3234.31
CLM00479,425.85
CLM00480,801.05
CLM00481,444.3
CLM00482,657.16
CLM00483,372.46
CLM00484,799.21
CLM00485,586.86
CLM00486,1143.16
CLM00487,457.16
CLM00488,1053.07
CLM00489,1161.21
CLM00490,410.44
CLM00491,517.3
CLM00492,370.12
CLM00493,371.56
CLM00494,909.73
CLM00495,573.24
CLM00496,535.57
CLM00497,571.96
CLM00498,453.88
CLM00499,416.98
CLM00500,465.47
