claim_id,loss_amount
CLM00350,2436.89
CLM00351,230.14
CLM00352,1446.75
CLM00353,160.5
CLM00354,150.54
CLM00355,1334.95
CLM00356,224.64
CLM00357,885.89
CLM00358,207.04
CLM00359,150.79
CLM00360,1697.55
CLM00361,1636.15
CLM00362,229.73
CLM00363,242.79
CLM00364,267.05
CLM00365,1125.9
CLM00366,262.68
CLM00367,1331.22
CLM00368,317.87
CLM00369,376.06
CLM00370,1536.14
CLM00371,265.71
CLM00372,182.35
CLM00373,370.31
CLM00374,1592.48
CLM00375,227.38
CLM00376,229.65
CLM00377,251.39
CLM00378,466.08
CLM00379,1677.34
CLM00380,1596.26
CLM00381,197.78
CLM00382,1488.86
CLM00383,1210.57
CLM00384,1573.37
CLM00385,1518.06
CLM00386,320.11
CLM00387,310.65
CLM00388,299.42
CLM00389,169.85
CLM00390,1108.04
CLM00391,196.54
CLM00392,326.38
CLM00393,2434.72
CLM00394,1292.29
CLM00395,906.89
CLM00396,205.64
CLM00397,885.36
CLM00398,373.26
CLM00399,184.89
CLM00400,189.94
CLM00401,234.49
CLM00402,1239.55
CLM00403,155.57
CLM00404,339.09
CLM00405,1087.57
CLM00406,725.2
CLM00407,1753.26
CLM00408,1369.54
CLM00409,943.26
CLM00410,291.21
CLM00411,1589.5
CLM00412,242.65
CLM00413,1631.75
CLM00414,437.72
CLM00415,839.27
CLM00416,259.69
CLM00417,1349.9
CLM00418,160.74
CLM00419,245.65
CLM00420,142.57
CLM00421,205.23
CLM00422,1031.22
CLM00423,839.47
CLM00424,811.57
CLM00425,277.47
CLM00426,281.62
CLM00427,290.89
CLM00428,265.8
CLM00429,265.58
CLM00430,1618.61
CLM00431,231.37
CLM00432,1678.85
CLM00433,1328.93
CLM00434,1319.83
CLM00435,883.84
CLM00436,146.59
CLM00437,174.47
CLM00438,1340.24
CLM00439,232.77
CLM00440,1578.18
CLM00441,1451.6
CLM00442,1846.39
CLM00443,267.38
CLM00444,241.41
CLM00445,262.55
CLM00446,122.17
CLM00447,1066.33
CLM00448,343.19
CLM00449,217.08
CLM00450,261.82
CLM00451,1127.04
CLM00452,1381.33
CLM00453,383.75
CLM00454,334.74
CLM00455,226.88
CLM00456,1367.78
CLM00457,249.94
CLM00458,1860.99
CLM00459,2090.49
CLM00460,633.44
CLM00461,1918.59
CLM00462,449.5
CLM00463,1861.68
CLM00464,2644.43
CLM00465,188.54
CLM00466,393.02
CLM00467,131.88
CLM00468,199.64
CLM00469,258.59
CLM00470,240.12
CLM00471,2472.01
CLM00472,1485.7
CLM00473,1175.09
CLM00474,311.39
CLM00475,425.74
CLM00476,876.63
CLM00477,319.9
CLM00478,332.61
CLM00479,1245.04
CLM00480,370.64
CLM00481,1619.29
CLM00482,854.0
CLM00483,387.9
CLM00484,1229.33
CLM00485,351.46
CLM00486,1613.74
CLM00487,1382.6
CLM00488,243.24
CLM00489,1695.39
CLM00490,1054.31
CLM00491,1129.27
CLM00492,125.14
CLM00493,206.56
CLM00494,208.41
CLM00495,185.53
CLM00496,878.45
CLM00497,114.73
CLM00498,1381.1
CLM00499,258.38
CLM00500,811.39
CLM00501,356.36
CLM00502,222.67
CLM00503,371.31
CLM00504,321.17
CLM00505,937.31
CLM00506,290.42
CLM00507,259.03
CLM00508,741.41
CLM00509,209.7
CLM00510,164.86
CLM00511,528.07
CLM00512,206.36
CLM00513,179.5
CLM00514,214.29
CLM00515,341.3
CLM00516,313.1
CLM00517,321.66
CLM00518,1010.5
CLM00519,1297.13
CLM00520,271.55
CLM00521,292.72
CLM00522,99.76
CLM00523,206.79
CLM00524,1446.21
CLM00525,1269.09
CLM00526,92.65
CLM00527,831.96
CLM00528,1350.62
CLM00529,292.33
CLM00530,209.56
CLM00531,106.95
CLM00532,1141.59
CLM00533,366.3
CLM00534,938.33
CLM00535,200.03
CLM00536,265.62
CLM00537,194.64
CLM00538,1253.79
CLM00539,1266.2
CLM00540,243.11
CLM00541,2084.62
CLM00542,1302.03
CLM00543,383.66
CLM00544,126.95
CLM00545,165.78
CLM00546,215.37
CLM00547,265.56
CLM00548,132.67
CLM00549,1500.81
CLM00550,352.86
CLM00551,273.55
CLM00552,215.6
CLM00553,170.55
CLM00554,263.92
CLM00555,363.58
CLM00556,1525.03
CLM00557,823.24
CLM00558,598.18
CLM00559,353.07
CLM00560,240.55
CLM00561,261.55
CLM00562,397.47
CLM00563,322.79
CLM00564,415.05
CLM00565,1271.78
CLM00566,174.63
CLM00567,250.45
CLM00568,1205.25
CLM00569,231.71
CLM00570,196.92
CLM00571,1237.71
CLM00572,170.66
CLM00573,997.48
CLM00574,176.05
CLM00575,1280.39
CLM00576,300.61
CLM00577,174.84
CLM00578,217.07
CLM00579,2021.11
CLM00580,291.12
CLM00581,238.51
CLM00582,184.78
CLM00583,342.45
CLM00584,201.71
CLM00585,2157.2
CLM00586,202.26
CLM00587,144.32
CLM00588,1962.42
CLM00589,530.11
CLM00590,282.18
CLM00591,190.51
CLM00592,229.61
CLM00593,401.97
CLM00594,203.56
CLM00595,1562.24
CLM00596,1873.66
CLM00597,225.03
CLM00598,1116.67
CLM00599,236.27
CLM00600,212.67
CLM00601,713.7
CLM00602,2365.54
CLM00603,219.94
CLM00604,280.27
CLM00605,789.47
CLM00606,280.33
CLM00607,1524.96
CLM00608,313.61
CLM00609,163.7
CLM00610,149.12
CLM00611,1655.16
CLM00612,363.65
CLM00613,1746.75
CLM00614,239.42
CLM00615,308.75
CLM00616,288.14
CLM00617,199.57
CLM00618,1357.16
CLM00619,180.67
CLM00620,1281.86
CLM00621,212.3
CLM00622,1352.51
CLM00623,262.83
CLM00624,1124.45
CLM00625,149.43
CLM00626,1888.95
CLM00627,1337.26
CLM00628,1502.72
CLM00629,240.12
CLM00630,1326.09
CLM00631,311.72
CLM00632,186.3
CLM00633,1164.81
CLM00634,1649.29
CLM00635,1148.63
CLM00636,250.74
CLM00637,964.1
CLM00638,1760.81
CLM00639,204.53
CLM00640,216.24
CLM00641,1378.2
CLM00642,268.99
CLM00643,142.45
CLM00644,1967.32
CLM00645,899.78
CLM00646,180.26
CLM00647,256.43
CLM00648,223.72
CLM00649,160.27
CLM00650,244.17
CLM00651,2244.76
CLM00652,738.54
CLM00653,198.78
CLM00654,138.47
CLM00655,283.04
CLM00656,1476.4
CLM00657,295.2
CLM00658,1285.92
CLM00659,255.93
CLM00660,240.61
CLM00661,131.82
CLM00662,1487.76
CLM00663,1073.05
CLM00664,325.5
CLM00665,358.41
CLM00666,301.55
CLM00667,1276.67
CLM00668,361.66
CLM00669,277.22
CLM00670,238.77
CLM00671,1326.09
CLM00672,1553.06
CLM00673,1527.36
CLM00674,1644.37
CLM00675,275.16
CLM00676,282.36
CLM00677,1042.48
CLM00678,882.0
CLM00679,397.43
CLM00680,1644.67
CLM00681,172.49
CLM00682,245.99
CLM00683,1386.8
CLM00684,152.33
CLM00685,1571.94
CLM00686,252.3
CLM00687,1283.76
CLM00688,139.35
CLM00689,361.99
CLM00690,1492.5
CLM00691,315.91
CLM00692,278.46
CLM00693,179.31
CLM00694,1535.11
CLM00695,718.61
CLM00696,144.03
CLM00697,1734.88
CLM00698,216.45
CLM00699,1644.34
CLM00700,1350.17
