claim_id,loss_amount
CLM00208,906.85
CLM00209,1468.47
CLM00210,471.04
CLM00211,1059.54
CLM00212,484.03
CLM00213,1031.67
CLM00214,338.44
CLM00215,1790.68
CLM00216,2115.73
CLM00217,535.33
CLM00218,581.76
CLM00219,169.91
CLM00220,474.6
CLM00221,150.09
CLM00222,222.31
CLM00223,635.17
CLM00224,1061.82
CLM00225,1921.25
CLM00226,1232.53
CLM00227,691.8
CLM00228,405.57
CLM00229,799.29
CLM00230,1113.51
CLM00231,237.71
CLM00232,1789.28
CLM00233,94.72
CLM00234,439.52
CLM00235,845.34
CLM00236,975.66
CLM00237,207.67
CLM00238,5.11
CLM00239,129.46
CLM00240,1429.36
CLM00241,1195.55
CLM00242,580.72
CLM00243,1022.02
CLM00244,698.38
CLM00245,708.72
CLM00246,811.15
CLM00247,1290.38
CLM00248,1377.44
CLM00249,178.17
CLM00250,1607.65
CLM00251,533.82
CLM00252,1041.83
CLM00253,365.0
CLM00254,408.03
CLM00255,162.03
CLM00256,1004.35
CLM00257,893.38
CLM00258,699.88
CLM00259,1644.76
CLM00260,125.97
CLM00261,700.57
CLM00262,1389.43
CLM00263,866.67
CLM00264,434.71
CLM00265,222.92
CLM00266,384.03
CLM00267,155.54
CLM00268,3660.52
CLM00269,807.17
CLM00270,715.88
CLM00271,488.86
CLM00272,775.07
CLM00273,393.16
CLM00274,955.68
CLM00275,476.17
CLM00276,694.05
CLM00277,445.37
CLM00278,578.13
CLM00279,341.79
CLM00280,151.95
CLM00281,1667.87
CLM00282,773.85
CLM00283,698.41
CLM00284,367.8
CLM00285,1085.72
CLM00286,249.46
CLM00287,394.55
CLM00288,365.03
CLM00289,667.79
CLM00290,1519.16
CLM00291,1308.4
CLM00292,374.89
CLM00293,558.09
CLM00294,569.39
CLM00295,827.69
CLM00296,129.46
CLM00297,960.77
CLM00298,972.98
CLM00299,255.55
CLM00300,209.21
CLM00301,542.42
CLM00302,278.12
CLM00303,289.18
CLM00304,1302.84
CLM00305,515.18
CLM00306,807.51
CLM00307,387.85
CLM00308,154.09
CLM00309,3001.64
CLM00310,1595.57
CLM00311,195.93
CLM00312,185.89
CLM00313,1315.51
CLM00314,1012.71
CLM00315,1395.33
CLM00316,1461.32
CLM00317,1169.78
CLM00318,692.75
CLM00319,319.86
CLM00320,845.55
CLM00321,1136.8
CLM00322,87.58
CLM00323,636.04
CLM00324,1282.41
CLM00325,272.6
CLM00326,968.02
CLM00327,352.15
CLM00328,206.64
CLM00329,733.83
CLM00330,129.79
CLM00331,1067.07
CLM00332,1021.19
CLM00333,774.34
CLM00334,955.23
CLM00335,999.34
CLM00336,1005.89
CLM00337,403.96
CLM00338,1439.43
CLM00339,185.51
CLM00340,1448.13
CLM00341,437.67
CLM00342,1023.36
CLM00343,802.03
CLM00344,108.16
CLM00345,230.26
CLM00346,646.56
CLM00347,595.86
CLM00348,900.98
CLM00349,1663.58
CLM00350,491.85
CLM00351,1738.29
CLM00352,607.97
CLM00353,2141.45
CLM00354,913.74
CLM00355,820.68
CLM00356,56.38
CLM00357,187.31
CLM00358,453.4
CLM00359,1089.52
CLM00360,954.98
CLM00361,1024.6
CLM00362,473.35
CLM00363,295.65
CLM00364,612.17
CLM00365,767.86
CLM00366,434.62
CLM00367,155.18
CLM00368,490.13
CLM00369,1334.08
CLM00370,438.17
CLM00371,1280.69
CLM00372,151.35
CLM00373,596.11
CLM00374,325.71
CLM00375,981.47
CLM00376,1476.35
CLM00377,1624.55
CLM00378,850.09
CLM00379,55.69
CLM00380,934.64
CLM00381,840.79
CLM00382,1163.91
CLM00383,1129.52
CLM00384,426.26
CLM00385,863.09
CLM00386,678.11
CLM00387,1289.14
CLM00388,911.28
CLM00389,974.18
CLM00390,631.09
CLM00391,1098.26
CLM00392,1825.53
CLM00393,57.5
CLM00394,1299.55
CLM00395,2384.26
CLM00396,788.94
CLM00397,2066.53
CLM00398,300.33
CLM00399,222.74
CLM00400,374.86
CLM00401,1411.8
CLM00402,1104.13
CLM00403,255.13
CLM00404,457.36
CLM00405,942.26
CLM00406,592.46
CLM00407,1639.1
CLM00408,381.89
CLM00409,777.78
CLM00410,1142.53
CLM00411,881.35
CLM00412,346.8
CLM00413,1035.24
CLM00414,1336.55
CLM00415,439.1
CLM00416,797.79
CLM00417,425.06
CLM00418,67.76
CLM00419,409.98
CLM00420,738.95
CLM00421,195.48
CLM00422,778.4
CLM00423,155.72
CLM00424,1544.67
CLM00425,847.1
CLM00426,633.93
CLM00427,519.99
CLM00428,383.36
CLM00429,541.49
CLM00430,1061.98
CLM00431,393.99
CLM00432,374.73
CLM00433,568.38
CLM00434,351.45
CLM00435,252.56
CLM00436,915.81
CLM00437,522.73
CLM00438,439.03
CLM00439,2356.22
CLM00440,1018.98
CLM00441,1177.91
CLM00442,904.73
CLM00443,1176.26
CLM00444,910.67
CLM00445,993.53
CLM00446,2721.52
CLM00447,250.66
CLM00448,1286.53
CLM00449,539.54
CLM00450,579.77
CLM00451,805.53
CLM00452,347.17
CLM00453,240.22
CLM00454,190.92
CLM00455,955.71
CLM00456,809.61
CLM00457,378.47
CLM00458,431.99
CLM00459,2371.14
CLM00460,420.25
CLM00461,410.32
CLM00462,2378.46
CLM00463,768.08
CLM00464,1331.74
CLM00465,1480.39
CLM00466,1217.19
CLM00467,1337.26
CLM00468,171.16
CLM00469,532.69
CLM00470,264.68
CLM00471,1080.45
CLM00472,489.41
CLM00473,608.18
CLM00474,627.48
CLM00475,459.64
CLM00476,584.52
CLM00477,1476.07
CLM00478,518.64
CLM00479,689.56
CLM00480,1145.49
CLM00481,666.82
CLM00482,2669.23
CLM00483,847.82
CLM00484,699.96
CLM00485,2517.36
CLM00486,1380.82
CLM00487,1188.72
CLM00488,1612.21
CLM00489,529.08
CLM00490,749.52
CLM00491,969.71
CLM00492,557.34
CLM00493,1054.53
CLM00494,482.62
CLM00495,433.66
CLM00496,243.0
CLM00497,196.35
CLM00498,145.92
CLM00499,474.85
CLM00500,746.71
CLM00501,502.63
CLM00502,1667.36
CLM00503,387.23
CLM00504,1592.05
CLM00505,1548.4
CLM00506,521.88
CLM00507,74.9
CLM00508,795.0
CLM00509,572.15
CLM00510,658.05
CLM00511,1297.33
CLM00512,402.67
CLM00513,198.27
CLM00514,330.24
CLM00515,44.69
CLM00516,1367.67
CLM00517,970.3
CLM00518,471.7
CLM00519,304.74
CLM00520,563.06
CLM00521,373.76
CLM00522,598.58
CLM00523,299.85
CLM00524,212.63
CLM00525,646.5
CLM00526,1495.65
CLM00527,25.47
CLM00528,1161.88
CLM00529,809.88
CLM00530,379.66
CLM00531,1485.77
CLM00532,930.16
CLM00533,891.68
CLM00534,959.06
CLM00535,833.39
CLM00536,452.11
CLM00537,389.78
CLM00538,243.96
CLM00539,480.94
CLM00540,1070.07
CLM00541,2146.49
CLM00542,1030.57
CLM00543,1419.2
CLM00544,707.12
CLM00545,516.94
CLM00546,260.79
CLM00547,346.88
CLM00548,161.88
CLM00549,1314.8
CLM00550,416.49
CLM00551,485.59
CLM00552,91.74
CLM00553,988.73
CLM00554,1191.12
CLM00555,923.25
CLM00556,357.84
CLM00557,273.0
CLM00558,379.23
CLM00559,135.42
CLM00560,2906.8
CLM00561,1428.55
CLM00562,869.43
CLM00563,777.46
CLM00564,1664.99
CLM00565,527.67
CLM00566,202.18
CLM00567,434.78
CLM00568,926.98
CLM00569,810.89
CLM00570,1007.27
CLM00571,116.17
CLM00572,2050.19
CLM00573,402.55
CLM00574,886.98
CLM00575,1130.01
CLM00576,143.3
CLM00577,650.69
CLM00578,663.21
CLM00579,1115.0
CLM00580,849.83
CLM00581,412.08
CLM00582,692.04
CLM00583,746.45
CLM00584,1841.36
CLM00585,709.19
CLM00586,608.93
CLM00587,370.36
CLM00588,1536.25
CLM00589,112.79
CLM00590,502.55
CLM00591,1069.86
CLM00592,1754.4
CLM00593,238.16
CLM00594,763.15
CLM00595,2908.17
CLM00596,833.85
CLM00597,264.89
CLM00598,326.08
CLM00599,1501.83
CLM00600,334.2
